"id","doi","eid","pii","pubmed_id","titulo","resumo","descricao","data_publicacao","numero_citacao","idioma","tipo_publicacao","tipo_fonte","palavras_chaves","termos_indice","issn","isbn","conf_loc","conferencia_nome","revista_nome","revista_ender","titulo_ed","publis","affiliacoes","autores","autores_affil","ref_count","references"
"85045252027","10.1016/j.rse.2018.04.009","2-s2.0-85045252027","S0034425718301548","","Quantification of selective logging in tropical forest with spaceborne SAR interferometry","","","2018-06-15","14","","Journal","j","","","00344257","","","","Remote Sensing of Environment","","","Elsevier Inc.usjcs@elsevier.com","({'id': None, 'affiliacao': 'Embrapa Agricultural Informatics', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Jet Propulsion Laboratory', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Google LLC', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Canopy Remote Sensing Solutions', 'pais': 'Brazil'})","","","",""
"85046085918","10.1016/j.jnc.2018.04.003","2-s2.0-85046085918","S1617138117304119","","Assessing Atlantic cloud forest extent and protection status in southeastern Brazil","","","2018-06-01","4","","Journal","j","","","16171381","","","","Journal for Nature Conservation","","","Elsevier GmbHinfo@urbanfischer.de","({'id': None, 'affiliacao': 'Universidade Federal de Minas Gerais', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal de Lavras', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Instituto De Pesquisas Jardim Botanico Do Rio De Janerio', 'pais': 'Brazil'}, {'id': None, 'affiliacao': ""King's College London"", 'pais': 'United Kingdom'}, {'id': None, 'affiliacao': 'Instituto Prístino. Rua Santa Maria Goretti', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Acacia Water', 'pais': 'Netherlands'})","","","",""
"85048995928","10.1002/rse2.61","2-s2.0-85048995928","","","Impact of satellite imagery spatial resolution on land use classification accuracy and modeled water quality","","","2018-06-01","27","","Journal","j","","","20563485","","","","Remote Sensing in Ecology and Conservation","","","Wiley-Blackwellinfo@wiley.com","({'id': None, 'affiliacao': 'Nature Conservancy', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Stanford University', 'pais': 'United States'})","","","",""
"85047814916","10.3390/f9060305","2-s2.0-85047814916","","","Deforestation-induced fragmentation increases forest fire occurrence in central Brazilian Amazonia","","","2018-06-01","23","","Journal","j","","","19994907","","","","Forests","","","MDPI AGPostfachBaselCH-4005","({'id': None, 'affiliacao': 'University of Exeter', 'pais': 'United Kingdom'}, {'id': None, 'affiliacao': 'Instituto Nacional de Pesquisas Espaciais', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'National Center for Monitoring and Early Warning of Natural Disasters (CEMADEN)', 'pais': 'Brazil'})","","","",""
"85046680251","10.1016/j.rse.2018.04.047","2-s2.0-85046680251","S0034425718302049","","Geospatial Soil Sensing System (GEOS3): A powerful data mining procedure to retrieve soil spectral reflectance from satellite images","","","2018-06-01","33","","Journal","j","","","00344257","","","","Remote Sensing of Environment","","","Elsevier Inc.usjcs@elsevier.com","({'id': None, 'affiliacao': 'Universidade de Sao Paulo - USP', 'pais': 'Brazil'},)","","","",""
"85044422963","10.1111/ele.12942","2-s2.0-85044422963","","29577551","Edge fires drive the shape and stability of tropical forests","","","2018-06-01","5","","Journal","j","","","14610248 1461023X","","","","Ecology Letters","","","Blackwell Publishing Ltd","({'id': None, 'affiliacao': 'Santa Fe Institute', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Boston University', 'pais': 'United States'}, {'id': None, 'affiliacao': 'University of Washington, Seattle', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Stanford University', 'pais': 'United States'}, {'id': None, 'affiliacao': 'University of Vermont', 'pais': 'United States'}, {'id': None, 'affiliacao': 'UC Merced', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Princeton University', 'pais': 'United States'})","","","",""
"85059781731","10.5380/raega.v44i0.47926","2-s2.0-85059781731","","","Fire dynamics in the araguaia state park, amazonia-Cerrado zone transition Dinâmica de fogo no parque estadual do araguaia, zona de transição amazônia-cerrado","","","2018-05-01","2","","Journal","j","","","21772738 15164136","","","","RA'E GA - O Espaco Geografico em Analise","","","Universidade Federal do ParanaAv. Cel. Francisco H dos Santos100- Centro Politécnico CEP 81532 980Curitiba - Pr19001raega@ufpr.br","({'id': None, 'affiliacao': 'Universidade do Estado de Mato Grosso', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Centro Nacional de Monitoramento e Alertas de Desastres Naturais', 'pais': 'Brazil'})","","","",""
"85046797630","10.1590/1519-6984.08816","2-s2.0-85046797630","","28832837","Analysis of the landscape complexity and heterogeneity of the Pantanal wetland Análise da complexidade e heterogeneidade da paisagem do Pantanal","","","2018-05-01","8","","Journal","j","","","16784375 15196984","","","","Brazilian Journal of Biology","","","Instituto Internacional de Ecologiabjb@bjb.com.br","({'id': None, 'affiliacao': 'Universidade Federal de Mato Grosso do Sul', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal de Mato Grosso', 'pais': 'Brazil'})","","","",""
"85043323749","10.1111/btp.12538","2-s2.0-85043323749","","","Landscape-scale lidar analysis of aboveground biomass distribution in secondary Brazilian Atlantic Forest","","","2018-05-01","6","","Journal","j","","","17447429 00063606","","","","Biotropica","","","Blackwell Publishing Ltd","({'id': None, 'affiliacao': 'Embrapa Agricultural Informatics', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Brown University', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Jet Propulsion Laboratory', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Colby College', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Universidade Federal do Sul da Bahia', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'International Institute of Tropical Forestry', 'pais': 'United States'})","","","",""
"85045140897","10.1371/journal.pone.0195475","2-s2.0-85045140897","","29630653","Weak population structure and no genetic erosion in Pilosocereus aureispinus: A microendemic and threatened cactus species from eastern Brazil","","","2018-04-01","3","","Journal","j","","","19326203","","","","PLoS ONE","","","Public Library of Scienceplos@plos.org","({'id': None, 'affiliacao': 'Universidade Federal de Sao Carlos', 'pais': 'Brazil'},)","","","",""
"85048714100","10.1016/j.gecco.2018.e00392","2-s2.0-85048714100","S2351989418300684","","Seasonality of gross primary production in the Atlantic Forest of Brazil","","","2018-04-01","9","","Journal","j","","","23519894","","","","Global Ecology and Conservation","","","Elsevier B.V.","({'id': None, 'affiliacao': 'Universidade Federal Rural do Rio de Janeiro', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Agronomy Universidade Federal of Mato Grosso do Sul (CPCS)', 'pais': 'Brazil'})","","","",""
"85033223140","10.1016/j.scitotenv.2017.10.182","2-s2.0-85033223140","S0048969717328930","29122354","Potentials and limitations of remote fire monitoring in protected areas","","","2018-03-01","7","","Journal","j","","","18791026 00489697","","","","Science of the Total Environment","","","Elsevier B.V.","({'id': None, 'affiliacao': 'Universidade Federal de Vicosa', 'pais': 'Brazil'},)","","","",""
"85052017312","10.5894/rgci-n106","2-s2.0-85052017312","","","Temporal dynamics of land use and cover in Paurá Lagoon region, Middle Coast of Rio Grande do Sul (RS), Brazil","","","2018-03-01","0","","Journal","j","","","16468872","","","","Journal of Integrated Coastal Zone Management","","","UNIVALIfpinto@fe.up.pt","({'id': None, 'affiliacao': 'Fundação Estadual de Proteção Ambiental Henrique Luiz Roessler', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Fundacao Estadual de Protecao Ambiental Henrique Luis Roessler', 'pais': 'Brazil'})","","","",""
"85068916456","10.1371/journal.pone.0217754","2-s2.0-85068916456","","31242200","The effect of anthropogenic drivers on spatial patterns of mangrove land use on the Amazon coast","","","2018-03-01","5","","Journal","j","","","19326203","","","","PLoS ONE","","","Public Library of Scienceplos@plos.org","({'id': None, 'affiliacao': 'Universidade Federal do Para', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal Rural da Amazonia', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Instituto Tecnológico Vale', 'pais': 'Brazil'})","","","",""
"85047366935","10.11137/2018_1_318_327","2-s2.0-85047366935","","","Burned area mapping on conservation units of mountains region of rio de janeiro using landsat-8 data during the 2014 drought Mapeamento de áreas queimadas em unidades de conservação da região serrana do rio de janeiro utilizando o satélite landsat-8 durante a seca de 2014","","","2018-01-01","3","","Journal","j","","","19823908 01019759","","","","Anuario do Instituto de Geociencias","","","Universidade Federal do Rio de Janeiroismar@geologia.ufrj.br","({'id': None, 'affiliacao': 'Instituto Nacional de Pesquisas Espaciais', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal do Rio de Janeiro', 'pais': 'Brazil'})","","","",""
"85046285599","10.17765/2176-9l68.2018v11n1p253-276","2-s2.0-85046285599","","","Environmental classification of forest fragments in the rural area of Maringá, Brazil: First steps Classificação ambiental dos fragmentos florestais da área rural do município de Maringá-PR, Brasil: Primeiras etapas","","","2018-01-01","0","","Journal","j","","","21769168 19819951","","","","Revista em Agronegocio e Meio Ambiente","","","University Center of Maringanaep@unicesumar.edu.br","({'id': None, 'affiliacao': 'Universidade Estadual de Maringa', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal de Mato Grosso do Sul', 'pais': 'Brazil'})","","","",""
"85052916893","10.11137/2018_2_191_210","2-s2.0-85052916893","","","Half a century of the forest code and its consequences in areas of permanent preservation in the hyper-saline estuary in the Brazilian Semiarid Meio século de código florestal e implicações nas áreas de preservação permanente de um estuário hipersalino no Semiárido Brasileiro","","","2018-01-01","1","","Journal","j","","","19823908 01019759","","","","Anuario do Instituto de Geociencias","","","Universidade Federal do Rio de Janeiroismar@geologia.ufrj.br","({'id': None, 'affiliacao': 'Universidade Federal do Rio Grande do Norte', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Instituto Federal de Educação, Ciência e Tecnologia do Rio', 'pais': 'Brazil'})","","","",""
"85030177868","10.1016/j.jenvman.2017.09.053","2-s2.0-85030177868","S0301479717309222","28964973","An evaluation of contemporary savanna fire regimes in the Canastra National Park, Brazil: Outcomes of fire suppression policies","","","2018-01-01","13","","Journal","j","","","10958630 03014797","","","","Journal of Environmental Management","","","Academic Press","({'id': None, 'affiliacao': 'Universidade Federal de Minas Gerais', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Charles Darwin University', 'pais': 'Australia'}, {'id': None, 'affiliacao': 'Universidade Federal do ABC', 'pais': 'Brazil'})","","","",""
"85059618401","10.4025/actascitechnol.v40i1.36503","2-s2.0-85059618401","","","Spatial dimension landscape metrics of atlantic forest remnants in paraná state, Brazil Dimensões espaciais de métricas da paisagem de remanescentes da mata atlântica no estado do paraná, Brasil","","","2018-01-01","7","","Journal","j","","","18078664 18062563","","","","Acta Scientiarum - Technology","","","Eduem - Editora da Universidade Estadual de Maringaeduem@uem.br","({'id': None, 'affiliacao': 'Universidade Tecnologica Federal do Parana', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Instituto Nacional de Pesquisas Espaciais', 'pais': 'Brazil'})","","","",""
"85050374857","10.5016/geociencias.v37i2.12296","2-s2.0-85050374857","","","Analysis of the susceptibility to flooding in the Forqueta river basin, RS, Brazil Análise da suscetibilidade a inundações e enxurradas na bacia hidrográfica do Rio Forqueta, RS, Brasil","","","2018-01-01","0","","Journal","j","","","1980900X 01019082","","","","Geociencias","","","Universidade Estadual PaulistaAv. Vicente Ferreira 1278, P.O. Box 71Marilia SP17515-901","({'id': None, 'affiliacao': 'Pontificia Universidade Catolica do Rio Grande do Sul', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal do Rio Grande do Sul', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade do Vale do Taquari - Univates', 'pais': 'Brazil'})","","","",""
"85063689640","10.1590/1806-90882018000500007","2-s2.0-85063689640","","","Spatial dynamics of semideciduous seasonal forests: Case study in the turvo sujo river basin in Southeastern Brazil, between the years of 2003 and 2016 Dinâmica espacial de florestas estacionais semideciduais: Caso de estudo na bacia do rio turvo sujo no Sudeste do Brasil, entre os anos de 2003 e 2016","","","2018-01-01","0","","Journal","j","","","18069088 01006762","","","","Revista Arvore","","","Sociedade de Investigacoes Florestaisr.arvore@ufv.br","({'id': None, 'affiliacao': 'Universidade Federal de Vicosa', 'pais': 'Brazil'},)","","","",""
"85065323033","","2-s2.0-85065323033","","","Monitoring burned areas in the Amazon forest from time series satellite data","","","2018-01-01","0","","Conference Proceeding","p","","","00741795","","","","Proceedings of the International Astronautical Congress, IAC","","","International Astronautical Federation, IAF","({'id': None, 'affiliacao': 'Universidade de Brasília', 'pais': 'Brazil'},)","","","",""
"85037709319","10.1111/1365-2664.12967","2-s2.0-85037709319","","","Relationships between forest cover and fish diversity in the Amazon River floodplain","","","2018-01-01","30","","Journal","j","","","13652664 00218901","","","","Journal of Applied Ecology","","","Blackwell Publishing Ltdcustomerservices@oxonblackwellpublishing.com","({'id': None, 'affiliacao': 'University of California, Santa Barbara', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Universidade Santa Cecilia', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Virginia Polytechnic Institute and State University', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Texas A&amp;M University', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Universidade Federal do Amazonas', 'pais': 'Brazil'})","","","",""
"85021669675","10.1016/j.scitotenv.2017.06.183","2-s2.0-85021669675","S0048969717316029","28672241","Long-term dynamics of a floodplain shallow lake in the Pantanal wetland: Is it all about climate?","","","2017-12-15","14","","Journal","j","","","18791026 00489697","","","","Science of the Total Environment","","","Elsevier B.V.","({'id': None, 'affiliacao': 'IHCantabria - Instituto de Hidráulica Ambiental de la Universidad de Cantabria', 'pais': 'Spain'}, {'id': None, 'affiliacao': 'Universidad de la Republica', 'pais': 'Uruguay'}, {'id': None, 'affiliacao': 'Universidad de Cantabria', 'pais': 'Spain'}, {'id': None, 'affiliacao': 'Universidade Federal do Rio de Janeiro', 'pais': 'Brazil'})","","","",""
"85021778927","10.1016/j.scitotenv.2017.05.275","2-s2.0-85021778927","S0048969717313839","28693109","Spatial and temporal distribution of urban heat islands","","","2017-12-15","29","","Journal","j","","","18791026 00489697","","","","Science of the Total Environment","","","Elsevier B.V.","({'id': None, 'affiliacao': 'Federal University of Espirito Santo', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal de Sao Joao del-Rei', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal de Vicosa', 'pais': 'Brazil'})","","","",""
"85019626376","10.1016/j.scitotenv.2017.05.194","2-s2.0-85019626376","S0048969717312986","28550727","Multiple remote sensing data sources to assess spatio-temporal patterns of fire incidence over Campos Amazônicos Savanna Vegetation Enclave (Brazilian Amazon)","","","2017-12-01","15","","Journal","j","","","18791026 00489697","","","","Science of the Total Environment","","","Elsevier B.V.","({'id': None, 'affiliacao': 'Universidad de Zaragoza', 'pais': 'Spain'},)","","","",""
"85042309446","10.1016/j.ijsbe.2017.05.004","2-s2.0-85042309446","S2212609015300212","","Biophysical metrics for detecting more sustainable urban forms at the global scale","","","2017-12-01","1","","Journal","j","","","22126104 22126090","","","","International Journal of Sustainable Built Environment","","","Elsevier B.V.","({'id': None, 'affiliacao': 'University of Kansas, Lawrence', 'pais': 'United States'},)","","","",""
"85030085475","10.1016/j.landusepol.2017.09.039","2-s2.0-85030085475","S026483771630312X","","The demise of swidden-fallow agriculture in an Atlantic Rainforest region: Implications for farmers’ livelihood and conservation","","","2017-12-01","4","","Journal","j","","","02648377","","","","Land Use Policy","","","Elsevier Ltd","({'id': None, 'affiliacao': 'EPAGRI - Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina S.A.', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal de Santa Catarina', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Fundação Municipal do Meio Ambiente de Florianópolis', 'pais': 'Brazil'})","","","",""
"85018272764","10.1016/j.scitotenv.2017.04.188","2-s2.0-85018272764","S0048969717310331","28482297","Hydrogeological characterisation of groundwater over Brazil using remotely sensed and model products","","","2017-12-01","23","","Journal","j","","","18791026 00489697","","","","Science of the Total Environment","","","Elsevier B.V.","({'id': None, 'affiliacao': 'Universidade Federal de Pernambuco', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Curtin University', 'pais': 'Australia'}, {'id': None, 'affiliacao': 'Deutsches GeoForschungsZentrum (GFZ)', 'pais': 'Germany'}, {'id': None, 'affiliacao': 'Cardiff University', 'pais': 'United Kingdom'})","","","",""
"85058851757","","2-s2.0-85058851757","","","Are there mega fires in Brazilian Savannas? The national park of Chapada Diamantina Case (Bahia, Brazil)","","","2017-11-10","0","","Book","b","","","","","","","Wildfires: Perspectives, Issues and Challenges of the 21st Century","","","Nova Science Publishers, Inc.","({'id': None, 'affiliacao': 'Universidade do Minho', 'pais': 'Portugal'}, {'id': None, 'affiliacao': 'Universidade Estadual de Feira de Santana', 'pais': 'Brazil'})","","","",""
"85033661900","10.1088/1748-9326/aa838c","2-s2.0-85033661900","","","Comparing MODIS and near-surface vegetation indexes for monitoring tropical dry forest phenology along a successional gradient using optical phenology towers","","","2017-10-09","13","","Journal","j","","","17489326 17489318","","","","Environmental Research Letters","","","Institute of Physics Publishingmichael.roberts@iop.org","({'id': None, 'affiliacao': 'University of Alberta', 'pais': 'Canada'}, {'id': None, 'affiliacao': 'Universidade Federal de Minas Gerais', 'pais': 'Brazil'})","","","",""
"85021106612","10.1111/btp.12459","2-s2.0-85021106612","","","Protected areas buffer the Brazilian semi-arid biome from climate change","","","2017-09-01","10","","Journal","j","","","17447429 00063606","","","","Biotropica","","","Blackwell Publishing Ltd","({'id': None, 'affiliacao': 'Universidade Federal de Alagoas', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Oxford Social Sciences Division', 'pais': 'United Kingdom'}, {'id': None, 'affiliacao': 'Museo de Historia Natural Noel Kempff Mercado', 'pais': 'Bolivia'})","","","",""
"85041593503","10.5894/rgci-n117","2-s2.0-85041593503","","","Delimitation of permanent preservation areas of Paurá Lagoon (Middle Coast of Rio Grande do Sul, Brazil) using multitemporal satellite image analysis","","","2017-09-01","1","","Journal","j","","","16468872","","","","Journal of Integrated Coastal Zone Management","","","UNIVALI","({'id': None, 'affiliacao': 'Fundacao Estadual de Protecao Ambiental Henrique Luis Roessler', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'PIBIC/FEPAM-CNPq', 'pais': 'Brazil'})","","","",""
"85031710352","10.1002/eet.1772","2-s2.0-85031710352","","","Adaptive Forest Governance in Northwestern Mato Grosso, Brazil: Pilot project outcomes across agrarian reform landscapes","","","2017-09-01","3","","Journal","j","","","17569338 1756932X","","","","Environmental Policy and Governance","","","John Wiley and Sons LtdSouthern GateChichester, West SussexPO19 8SQvgorayska@wiley.com","({'id': None, 'affiliacao': 'CATIE - Centro Agronómico Tropical de Investigación y Enseñanza', 'pais': 'Costa Rica'}, {'id': None, 'affiliacao': 'Universidade Federal de Minas Gerais', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal Rural do Rio de Janeiro', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'University of California, Santa Cruz', 'pais': 'United States'}, {'id': None, 'affiliacao': 'National Institute for Colonization and Agrarian Reform (INCRA)', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Juruena Rural Development Association (ADERJUR)', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Rede de Desenvolvimento', 'pais': 'Brazil'})","","","",""
"85021052731","10.1111/ddi.12588","2-s2.0-85021052731","","","Planning for conservation and restoration under climate and land use change in the Brazilian Atlantic Forest","","","2017-08-01","33","","Journal","j","","","14724642 13669516","","","","Diversity and Distributions","","","Blackwell Publishing Ltdcustomerservices@oxonblackwellpublishing.com","({'id': None, 'affiliacao': 'Universidade Federal do Parana', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal de Goias', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Instituto De Pesquisas Jardim Botanico Do Rio De Janerio', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'University of Kansas, Lawrence', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Instituto Nacional de Pesquisas Espaciais', 'pais': 'Brazil'})","","","",""
"85027102416","10.1177/0306312716679746","2-s2.0-85027102416","","28050931","Scientists as citizens and knowers in the detection of deforestation in the Amazon","","","2017-08-01","11","","Journal","j","","","14603659 03063127","","","","Social Studies of Science","","","SAGE Publications Ltdinfo@sagepub.co.uk","({'id': None, 'affiliacao': 'Universidade Federal de Minas Gerais', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Estadual de Campinas', 'pais': 'Brazil'})","","","",""
"85027469296","10.3390/rs9080838","2-s2.0-85027469296","","","Evaluating Sentinel-2 and Landsat-8 data to map sucessional forest stages in a subtropical forest in Southern Brazil","","","2017-08-01","45","","Journal","j","","","20724292","","","","Remote Sensing","","","MDPI AGPostfachBaselCH-4005","({'id': None, 'affiliacao': 'Universidade do Estado de Santa Catarina', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Instituto Nacional de Pesquisas Espaciais', 'pais': 'Brazil'})","","","",""
"85027453550","10.3390/f8080277","2-s2.0-85027453550","","","Tropical-forest structure and biomass dynamics from TanDEM-X radar interferometry","","","2017-07-31","20","","Journal","j","","","19994907","","","","Forests","","","MDPI AGPostfachBaselCH-4005","({'id': None, 'affiliacao': 'Amazon.com, Inc.', 'pais': 'United States'}, {'id': None, 'affiliacao': 'USDA Forest Service International Institute of Tropical Forestry', 'pais': 'Puerto Rico'}, {'id': None, 'affiliacao': 'Instituto Nacional de Pesquisas Espaciais', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Empresa Brasileira de Pesquisa Agropecuária - Embrapa', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Jet Propulsion Laboratory', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Universidade Federal de Sergipe', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Canopy Remote Sensing Solutions', 'pais': 'Brazil'})","","","",""
"85016063964","10.1016/j.ecolind.2017.02.037","2-s2.0-85016063964","S1470160X17301000","","Drivers of fire occurrence in a mountainous Brazilian cerrado savanna: Tracking long-term fire regimes using remote sensing","","","2017-07-01","38","","Journal","j","","","1470160X","","","","Ecological Indicators","","","Elsevier B.V.","({'id': None, 'affiliacao': 'UNESP-Universidade Estadual Paulista', 'pais': 'Brazil'},)","","","",""
"85025640411","10.1117/1.JRS.11.036004","2-s2.0-85025640411","","","Assessment of geostatistical features for object-based image classification of contrasted landscape vegetation cover","","","2017-07-01","12","","Journal","j","","","19313195","","","","Journal of Applied Remote Sensing","","","SPIEspie@spie.org","({'id': None, 'affiliacao': 'Universidade Federal de Lavras', 'pais': 'Brazil'},)","","","",""
"85021393258","10.1111/conl.12379","2-s2.0-85021393258","","","Enforcement Evasion Highlights Need for Better Satellite-Based Forest Governance","","","2017-07-01","0","","Journal","j","","","1755263X","","","","Conservation Letters","","","Wiley-Blackwellinfo@wiley.com","({'id': None, 'affiliacao': 'University of Michigan, Ann Arbor', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Tufts University', 'pais': 'United States'}, {'id': None, 'affiliacao': 'The University of Texas at Austin', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Brown University', 'pais': 'United States'}, {'id': None, 'affiliacao': 'United States Agency for International Development', 'pais': 'United States'})","","","",""
"85024874102","10.1371/journal.pone.0181092","2-s2.0-85024874102","","28727828","Spatial and temporal dynamics of shifting cultivation in the middle-Amazonas river: Expansion and intensification","","","2017-07-01","17","","Journal","j","","","19326203","","","","PLoS ONE","","","Public Library of Scienceplos@plos.org","({'id': None, 'affiliacao': 'Wageningen University &amp; Research', 'pais': 'Netherlands'}, {'id': None, 'affiliacao': 'Instituto Nacional de Pesquisas Da Amazonia', 'pais': 'Brazil'})","","","",""
"85019200860","10.1126/science.356.6338.569","2-s2.0-85019200860","","28495705","Who will watch the Amazon?","","","2017-05-12","0","","Journal","j","","","10959203 00368075","","","","Science","","","American Association for the Advancement of Science","","","","",""
"85014455194","10.1016/j.jhydrol.2017.02.054","2-s2.0-85014455194","S0022169417301336","","Alluvial groundwater recharge estimation in semi-arid environment using remotely sensed data","","","2017-05-01","20","","Journal","j","","","00221694","","","","Journal of Hydrology","","","Elsevier B.V.","({'id': None, 'affiliacao': 'Universidade Federal de Pernambuco', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal da Paraiba', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal de Campina Grande', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal Rural de Pernambuco', 'pais': 'Brazil'})","","","",""
"84977601293","10.1111/nph.14068","2-s2.0-84977601293","","27349599","Scale dependence of canopy trait distributions along a tropical forest elevation gradient","","","2017-05-01","29","","Journal","j","","","14698137 0028646X","","","","New Phytologist","","","Blackwell Publishing Ltdcustomerservices@oxonblackwellpublishing.com","({'id': None, 'affiliacao': 'Oxford Social Sciences Division', 'pais': 'United Kingdom'}, {'id': None, 'affiliacao': 'Universidad Nacional San Antonio Abad del Cusco', 'pais': 'Peru'}, {'id': None, 'affiliacao': 'Pontificia Universidad Catolica del Peru', 'pais': 'Peru'}, {'id': None, 'affiliacao': 'Santa Fe Institute', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Carnegie Institution of Washington', 'pais': 'United States'}, {'id': None, 'affiliacao': 'The University of Arizona', 'pais': 'United States'}, {'id': None, 'affiliacao': 'Universidad Nacional de Cordoba', 'pais': 'Argentina'})","","","",""
"84997831731","10.1111/gcb.13521","2-s2.0-84997831731","","27782350","Carbon emissions from agricultural expansion and intensification in the Chaco","","","2017-05-01","58","","Journal","j","","","13652486 13541013","","","","Global Change Biology","","","Blackwell Publishing Ltdcustomerservices@oxonblackwellpublishing.com","({'id': None, 'affiliacao': 'Humboldt-Universität zu Berlin', 'pais': 'Germany'}, {'id': None, 'affiliacao': 'Instituto Nacional de Tecnologia Agropecuaria Buenos Aires', 'pais': 'Argentina'}, {'id': None, 'affiliacao': 'Universidad Nacional de Tucuman (UNT)', 'pais': 'Argentina'})","","","",""
"85015726723","10.1016/j.jclepro.2017.02.120","2-s2.0-85015726723","S0959652617303438","","Land occupation and transformation impacts of soybean production in Southern Amazonia, Brazil","","","2017-04-15","13","","Journal","j","","","09596526","","","","Journal of Cleaner Production","","","Elsevier Ltd","({'id': None, 'affiliacao': 'The University of British Columbia', 'pais': 'Canada'}, {'id': None, 'affiliacao': 'École des sciences de la gestion', 'pais': 'Canada'}, {'id': None, 'affiliacao': 'Universidade Federal de Mato Grosso', 'pais': 'Brazil'})","","","",""
"85019413754","10.5380/raega","2-s2.0-85019413754","","","The sebal model for climate intra-urban studies: Application in recife, pernambuco, Brazil O modelo sebal para estudos de clima intraurbano: Aplicação em recife, pernambuco, brasil","","","2017-04-01","0","","Journal","j","","","15164136","","","","RA'E GA - O Espaco Geografico em Analise","","","Universidade Federal do ParanaAv. Cel. Francisco H dos Santos100- Centro Politécnico CEP 81532 980Curitiba - Pr19001raega@ufpr.br","({'id': None, 'affiliacao': 'Instituto Federal de Pernambuco', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal de Pernambuco', 'pais': 'Brazil'}, {'id': None, 'affiliacao': 'Universidade Federal do Oeste da Bahia', 'pais': 'Brazil'})","","","",""
